,ko,ec
4678,ko:K12339,ec:2.5.1.144
4679,ko:K12343,ec:1.3.1.22
4680,ko:K12344,ec:1.3.1.22
4681,ko:K12345,ec:1.3.1.22
4682,ko:K12345,ec:1.3.1.94
4683,ko:K12348,ec:3.5.1.23
4684,ko:K12349,ec:3.5.1.23
4685,ko:K12350,ec:3.1.4.12
4686,ko:K12351,ec:3.1.4.12
4687,ko:K12352,ec:3.1.4.12
4688,ko:K12353,ec:3.1.4.12
4689,ko:K12354,ec:3.1.4.12
4690,ko:K12355,ec:1.2.1.68
4691,ko:K12356,ec:2.4.1.111
4692,ko:K12357,ec:3.2.1.18
4693,ko:K12373,ec:3.2.1.52
4694,ko:K12378,ec:2.7.10.1
4695,ko:K12405,ec:4.2.1.107
4696,ko:K12405,ec:4.2.1.119
4697,ko:K12406,ec:2.7.1.40
4698,ko:K12407,ec:2.7.1.2
4699,ko:K12408,ec:1.1.1.181
4700,ko:K12409,ec:3.2.1.183
4701,ko:K12409,ec:2.7.1.60
4702,ko:K12410,ec:2.3.1.286
4703,ko:K12418,ec:1.14.19.31
4704,ko:K12424,ec:6.2.1.50
4705,ko:K12425,ec:6.2.1.57
4706,ko:K12426,ec:6.2.1.59
4707,ko:K12427,ec:6.2.1.49
4708,ko:K12430,ec:2.3.1.261
4709,ko:K12431,ec:2.3.1.287
4710,ko:K12432,ec:2.3.1.252
4711,ko:K12436,ec:2.3.1.295
4712,ko:K12440,ec:2.3.1.292
4713,ko:K12441,ec:2.3.1.292
4714,ko:K12442,ec:2.3.1.292
4715,ko:K12443,ec:2.3.1.292
4716,ko:K12444,ec:2.3.1.292
4717,ko:K12446,ec:2.7.1.46
4718,ko:K12447,ec:2.7.7.64
4719,ko:K12448,ec:5.1.3.5
4720,ko:K12450,ec:4.2.1.76
4721,ko:K12452,ec:1.17.1.1
4722,ko:K12453,ec:1.1.1.342
4723,ko:K12454,ec:5.1.3.10
4724,ko:K12455,ec:1.1.1.341
4725,ko:K12466,ec:1.1.1.275
4726,ko:K12467,ec:4.2.3.15
4727,ko:K12501,ec:2.5.1.117
4728,ko:K12502,ec:2.1.1.295
4729,ko:K12503,ec:2.5.1.68
4730,ko:K12504,ec:2.5.1.91
4731,ko:K12505,ec:2.5.1.91
4732,ko:K12506,ec:2.7.7.60
4733,ko:K12506,ec:4.6.1.12
4734,ko:K12508,ec:6.2.1.34
4735,ko:K12524,ec:2.7.2.4
4736,ko:K12524,ec:1.1.1.3
4737,ko:K12525,ec:2.7.2.4
4738,ko:K12525,ec:1.1.1.3
4739,ko:K12526,ec:4.1.1.20
4740,ko:K12526,ec:2.7.2.4
4741,ko:K12527,ec:1.97.1.9
4742,ko:K12550,ec:1.11.1.7
4743,ko:K12551,ec:2.4.1.129
4744,ko:K12555,ec:2.4.1.129
4745,ko:K12555,ec:3.4.16.4
4746,ko:K12567,ec:2.7.11.1
4747,ko:K12570,ec:2.7.1.72
4748,ko:K12571,ec:3.1.13.4
4749,ko:K12573,ec:3.1.13.1
4750,ko:K12579,ec:3.1.13.1
4751,ko:K12582,ec:2.4.1.325
4752,ko:K12584,ec:3.6.1.59
4753,ko:K12598,ec:3.6.4.13
4754,ko:K12599,ec:3.6.4.13
4755,ko:K12603,ec:3.1.13.4
4756,ko:K12613,ec:3.6.1.62
4757,ko:K12614,ec:3.6.4.13
4758,ko:K12635,ec:2.1.1.38
4759,ko:K12637,ec:1.14.14.147
4760,ko:K12638,ec:1.14.14.147
4761,ko:K12639,ec:1.14.14.178
4762,ko:K12640,ec:1.14.14.179
4763,ko:K12640,ec:1.14.14.180
4764,ko:K12643,ec:2.1.1.111
4765,ko:K12644,ec:2.3.1.159
4766,ko:K12645,ec:1.14.15.39
4767,ko:K12645,ec:4.2.3.47
4768,ko:K12646,ec:3.6.4.13
4769,ko:K12647,ec:3.6.4.13
4770,ko:K12649,ec:3.6.4.13
4771,ko:K12655,ec:3.4.19.12
4772,ko:K12657,ec:2.7.2.11
4773,ko:K12657,ec:1.2.1.41
4774,ko:K12658,ec:5.1.1.8
4775,ko:K12659,ec:1.2.1.38
4776,ko:K12659,ec:2.7.2.8
4777,ko:K12660,ec:4.1.2.53
4778,ko:K12661,ec:4.2.1.90
4779,ko:K12663,ec:5.3.3.21
4780,ko:K12673,ec:2.5.1.66
4781,ko:K12674,ec:6.3.3.4
4782,ko:K12675,ec:1.14.11.21
4783,ko:K12676,ec:3.5.3.22
4784,ko:K12692,ec:1.14.11.11
4785,ko:K12692,ec:1.14.20.13
4786,ko:K12693,ec:3.2.1.105
4787,ko:K12694,ec:2.3.1.160
4788,ko:K12695,ec:3.2.1.125
4789,ko:K12695,ec:2.4.1.219
4790,ko:K12696,ec:1.14.14.103
4791,ko:K12697,ec:1.14.11.20
4792,ko:K12698,ec:2.3.1.107
4793,ko:K12705,ec:2.1.1.284
4794,ko:K12707,ec:2.5.1.111
4795,ko:K12708,ec:1.13.11.83
4796,ko:K12708,ec:1.13.12.23
4797,ko:K12709,ec:6.3.1.15
4798,ko:K12711,ec:2.4.1.302
4799,ko:K12712,ec:2.1.1.285
4800,ko:K12713,ec:2.1.3.12
4801,ko:K12719,ec:6.2.1.53
4802,ko:K12721,ec:1.3.8.14
4803,ko:K12729,ec:2.1.1.158
4804,ko:K12730,ec:2.1.1.159
4805,ko:K12731,ec:2.1.1.160
4806,ko:K12733,ec:5.2.1.8
4807,ko:K12734,ec:5.2.1.8
4808,ko:K12735,ec:5.2.1.8
4809,ko:K12736,ec:5.2.1.8
4810,ko:K12737,ec:5.2.1.8
4811,ko:K12738,ec:5.2.1.8
4812,ko:K12739,ec:5.2.1.8
4813,ko:K12742,ec:4.2.3.27
4814,ko:K12743,ec:6.3.2.26
4815,ko:K12744,ec:1.14.20.1
4816,ko:K12745,ec:1.14.11.26
4817,ko:K12747,ec:2.3.1.175
4818,ko:K12748,ec:3.5.1.93
4819,ko:K12761,ec:2.7.11.1
4820,ko:K12765,ec:2.7.11.1
4821,ko:K12766,ec:2.7.11.1
4822,ko:K12767,ec:2.7.11.1
4823,ko:K12771,ec:2.7.11.1
4824,ko:K12776,ec:2.7.11.1
4825,ko:K12811,ec:3.6.4.13
4826,ko:K12812,ec:3.6.4.13
4827,ko:K12813,ec:3.6.4.13
4828,ko:K12814,ec:3.6.4.13
4829,ko:K12815,ec:3.6.4.13
4830,ko:K12818,ec:3.6.4.13
4831,ko:K12820,ec:3.6.4.13
4832,ko:K12823,ec:3.6.4.13
4833,ko:K12835,ec:3.6.4.13
4834,ko:K12854,ec:3.6.4.13
4835,ko:K12858,ec:3.6.4.13
4836,ko:K12902,ec:2.1.1.308
4837,ko:K12903,ec:1.11.1.23
4838,ko:K12904,ec:1.1.1.309
4839,ko:K12905,ec:1.13.11.72
4840,ko:K12908,ec:2.7.7.93
4841,ko:K12909,ec:2.7.8.23
4842,ko:K12910,ec:2.3.3.18
4843,ko:K12912,ec:6.2.1.67
4844,ko:K12914,ec:2.1.1.326
4845,ko:K12921,ec:4.2.3.17
4846,ko:K12922,ec:1.14.14.106
4847,ko:K12923,ec:2.3.1.162
4848,ko:K12924,ec:1.14.14.105
4849,ko:K12925,ec:2.3.1.166
4850,ko:K12926,ec:2.3.1.167
4851,ko:K12927,ec:4.2.3.18
4852,ko:K12927,ec:4.2.3.132
4853,ko:K12927,ec:5.5.1.12
4854,ko:K12928,ec:4.2.3.42
4855,ko:K12928,ec:5.5.1.14
4856,ko:K12929,ec:4.2.3.8
4857,ko:K12930,ec:2.4.1.115
4858,ko:K12931,ec:2.3.1.171
4859,ko:K12933,ec:2.4.1.297
4860,ko:K12934,ec:2.3.1.172
4861,ko:K12935,ec:2.3.1.214
4862,ko:K12936,ec:2.3.1.153
4863,ko:K12937,ec:2.4.1.254
4864,ko:K12939,ec:2.4.1.238
4865,ko:K12950,ec:7.2.2.22
4866,ko:K12956,ec:7.2.2.8
4867,ko:K12957,ec:1.1.1.2
4868,ko:K12957,ec:1.1.1.183
4869,ko:K12960,ec:3.5.4.31
4870,ko:K12960,ec:3.5.4.28
4871,ko:K12968,ec:3.5.4.37
4872,ko:K12970,ec:1.17.4.1
4873,ko:K12972,ec:1.1.1.79
4874,ko:K12972,ec:1.1.1.81
4875,ko:K12973,ec:2.3.1.251
4876,ko:K12974,ec:2.3.1.242
4877,ko:K12975,ec:2.7.8.42
4878,ko:K12992,ec:2.4.1.377
4879,ko:K12993,ec:2.4.1.371
4880,ko:K12994,ec:2.4.1.349
4881,ko:K12995,ec:2.4.1.348
4882,ko:K13005,ec:2.4.1.60
4883,ko:K13010,ec:2.6.1.102
4884,ko:K13015,ec:1.1.1.136
4885,ko:K13016,ec:1.1.1.335
4886,ko:K13017,ec:2.6.1.98
4887,ko:K13018,ec:2.3.1.201
4888,ko:K13019,ec:5.1.3.23
4889,ko:K13020,ec:1.1.1.335
4890,ko:K13024,ec:2.7.4.24
4891,ko:K13025,ec:3.6.4.13
4892,ko:K13026,ec:3.6.4.13
4893,ko:K13027,ec:1.14.14.36
4894,ko:K13028,ec:4.8.1.2
4895,ko:K13029,ec:1.14.14.37
4896,ko:K13030,ec:2.4.1.85
4897,ko:K13031,ec:3.2.1.117
4898,ko:K13032,ec:3.2.1.118
4899,ko:K13033,ec:4.1.2.47
4900,ko:K13034,ec:2.5.1.47
4901,ko:K13034,ec:4.4.1.9
4902,ko:K13035,ec:3.5.5.4
4903,ko:K13035,ec:4.2.1.65
4904,ko:K13037,ec:6.3.2.49
4905,ko:K13038,ec:4.1.1.36
4906,ko:K13038,ec:6.3.2.5
4907,ko:K13039,ec:4.1.1.79
4908,ko:K13040,ec:2.7.13.3
4909,ko:K13042,ec:2.1.1.161
4910,ko:K13043,ec:2.1.3.11
4911,ko:K13051,ec:3.5.1.1
4912,ko:K13051,ec:3.4.19.5
4913,ko:K13057,ec:2.4.1.245
4914,ko:K13058,ec:2.4.1.246
4915,ko:K13059,ec:2.7.1.162
4916,ko:K13060,ec:2.3.1.184
4917,ko:K13061,ec:2.3.1.184
4918,ko:K13062,ec:2.3.1.184
4919,ko:K13063,ec:2.6.1.86
4920,ko:K13064,ec:4.3.1.25
4921,ko:K13065,ec:2.3.1.133
4922,ko:K13066,ec:2.1.1.68
4923,ko:K13066,ec:2.1.1.4
4924,ko:K13068,ec:2.4.1.120
4925,ko:K13069,ec:2.7.7.65
4926,ko:K13070,ec:1.1.1.295
4927,ko:K13071,ec:1.14.15.17
4928,ko:K13074,ec:1.14.19.69
4929,ko:K13075,ec:3.1.1.81
4930,ko:K13076,ec:1.14.19.18
4931,ko:K13077,ec:1.14.20.5
4932,ko:K13079,ec:1.21.3.6
4933,ko:K13080,ec:2.4.1.236
4934,ko:K13081,ec:1.17.1.3
4935,ko:K13082,ec:1.1.1.219
4936,ko:K13082,ec:1.1.1.234
4937,ko:K13083,ec:1.14.14.81
4938,ko:K13084,ec:3.1.3.78
4939,ko:K13085,ec:3.1.3.78
4940,ko:K13086,ec:3.1.3.79
4941,ko:K13116,ec:3.6.4.13
4942,ko:K13117,ec:3.6.4.13
4943,ko:K13131,ec:3.6.4.13
4944,ko:K13177,ec:3.6.4.13
4945,ko:K13178,ec:3.6.4.13
4946,ko:K13179,ec:3.6.4.13
4947,ko:K13181,ec:3.6.4.13
4948,ko:K13182,ec:3.6.4.13
4949,ko:K13183,ec:3.6.4.13
4950,ko:K13184,ec:3.6.4.13
4951,ko:K13185,ec:3.6.4.13
4952,ko:K13222,ec:4.1.2.8
4953,ko:K13223,ec:1.14.14.153
4954,ko:K13224,ec:1.14.14.157
4955,ko:K13225,ec:1.14.14.109
4956,ko:K13226,ec:1.14.14.110
4957,ko:K13227,ec:2.4.1.202
4958,ko:K13229,ec:1.14.11.59
4959,ko:K13230,ec:2.1.1.241
4960,ko:K13231,ec:2.3.1.146
4961,ko:K13232,ec:2.3.1.95
4962,ko:K13233,ec:2.3.1.218
4963,ko:K13234,ec:2.3.1.217
4964,ko:K13236,ec:1.3.1.124
4965,ko:K13237,ec:1.3.1.124
4966,ko:K13238,ec:5.3.3.8
4967,ko:K13239,ec:5.3.3.8
4968,ko:K13240,ec:1.14.13.39
4969,ko:K13241,ec:1.14.13.39
4970,ko:K13242,ec:1.14.13.39
4971,ko:K13243,ec:3.1.4.52
4972,ko:K13244,ec:3.1.4.52
4973,ko:K13245,ec:3.1.4.52
4974,ko:K13246,ec:3.1.4.52
4975,ko:K13247,ec:1.1.1.45
4976,ko:K13248,ec:3.1.3.74
4977,ko:K13252,ec:2.1.3.6
4978,ko:K13254,ec:5.6.1.1
4979,ko:K13257,ec:1.14.14.87
4980,ko:K13258,ec:4.2.1.105
4981,ko:K13259,ec:2.1.1.212
4982,ko:K13259,ec:2.1.1.46
4983,ko:K13260,ec:1.14.14.90
4984,ko:K13260,ec:1.14.14.89
4985,ko:K13261,ec:1.14.14.93
4986,ko:K13262,ec:2.1.1.150
4987,ko:K13263,ec:2.4.1.170
4988,ko:K13264,ec:2.3.1.115
4989,ko:K13265,ec:1.1.1.348
4990,ko:K13269,ec:2.4.1.234
4991,ko:K13270,ec:2.8.2.25
4992,ko:K13271,ec:2.8.2.27
4993,ko:K13272,ec:2.1.1.267
4994,ko:K13273,ec:2.7.4.2
4995,ko:K13278,ec:3.1.1.5
4996,ko:K13278,ec:3.1.1.47
4997,ko:K13278,ec:3.5.1.1
4998,ko:K13279,ec:1.11.1.24
4999,ko:K13280,ec:3.4.21.89
5000,ko:K13282,ec:3.4.15.6
5001,ko:K13289,ec:3.4.16.5
5002,ko:K13290,ec:2.6.1.51
5003,ko:K13291,ec:2.7.7.52
5004,ko:K13292,ec:2.5.1.145
5005,ko:K13293,ec:3.1.4.53
5006,ko:K13294,ec:3.1.4.53
5007,ko:K13295,ec:4.2.99.18
5008,ko:K13296,ec:3.1.4.17
5009,ko:K13297,ec:3.1.3.48
5010,ko:K13298,ec:3.1.4.17
5011,ko:K13298,ec:3.1.4.35
5012,ko:K13299,ec:2.5.1.18
5013,ko:K13302,ec:2.7.11.1
5014,ko:K13303,ec:2.7.11.1
5015,ko:K13304,ec:2.7.11.1
5016,ko:K13305,ec:2.3.2.26
5017,ko:K13306,ec:1.1.1.266
5018,ko:K13307,ec:2.1.1.235
5019,ko:K13308,ec:2.6.1.33
5020,ko:K13309,ec:4.3.1.30
5021,ko:K13310,ec:2.6.1.106
5022,ko:K13311,ec:2.1.1.234
5023,ko:K13312,ec:5.1.3.27
5024,ko:K13313,ec:1.1.1.364
5025,ko:K13320,ec:2.1.1.239
5026,ko:K13326,ec:2.1.1.234
5027,ko:K13327,ec:1.1.1.384
5028,ko:K13328,ec:4.2.1.164
5029,ko:K13329,ec:2.6.1.110
5030,ko:K13330,ec:2.1.1.324
5031,ko:K13333,ec:3.1.1.5
5032,ko:K13334,ec:3.1.1.5
5033,ko:K13356,ec:1.2.1.84
5034,ko:K13366,ec:1.5.3.14
5035,ko:K13366,ec:1.5.3.16
5036,ko:K13367,ec:1.5.3.17
5037,ko:K13368,ec:1.1.1.62
5038,ko:K13368,ec:1.1.1.239
5039,ko:K13369,ec:1.1.1.62
5040,ko:K13369,ec:1.1.1.105
5041,ko:K13369,ec:1.1.1.239
5042,ko:K13370,ec:1.1.1.62
5043,ko:K13370,ec:1.1.1.239
5044,ko:K13371,ec:1.4.9.2
5045,ko:K13372,ec:1.4.9.2
5046,ko:K13373,ec:1.1.1.62
5047,ko:K13373,ec:1.1.1.270
5048,ko:K13374,ec:1.1.1.218
5049,ko:K13378,ec:7.1.1.2
5050,ko:K13379,ec:5.4.99.30
5051,ko:K13380,ec:7.1.1.2
5052,ko:K13381,ec:3.2.1.14
5053,ko:K13381,ec:3.2.1.17
5054,ko:K13382,ec:4.2.1.78
5055,ko:K13383,ec:2.1.1.128
5056,ko:K13384,ec:2.1.1.115
5057,ko:K13384,ec:2.1.1.140
5058,ko:K13385,ec:1.14.14.102
5059,ko:K13386,ec:2.1.1.116
5060,ko:K13387,ec:1.14.19.66
5061,ko:K13389,ec:1.14.19.51
5062,ko:K13390,ec:2.1.1.291
5063,ko:K13391,ec:1.14.19.67
5064,ko:K13392,ec:1.1.1.248
5065,ko:K13393,ec:2.3.1.150
5066,ko:K13394,ec:1.1.1.247
5067,ko:K13395,ec:1.14.19.64
5068,ko:K13395,ec:1.14.19.68
5069,ko:K13395,ec:1.14.19.73
5070,ko:K13396,ec:2.1.1.122
5071,ko:K13397,ec:2.1.1.117
5072,ko:K13398,ec:2.1.1.118
5073,ko:K13400,ec:1.14.19.62
5074,ko:K13401,ec:1.14.14.38
5075,ko:K13402,ec:6.3.4.3
5076,ko:K13403,ec:1.5.1.15
5077,ko:K13403,ec:3.5.4.9
5078,ko:K13406,ec:1.14.14.162
5079,ko:K13411,ec:1.6.3.1
5080,ko:K13412,ec:2.7.11.1
5081,ko:K13413,ec:2.7.12.2
5082,ko:K13414,ec:2.7.11.25
5083,ko:K13415,ec:2.7.10.1
5084,ko:K13415,ec:2.7.11.1
5085,ko:K13416,ec:2.7.10.1
5086,ko:K13416,ec:2.7.11.1
5087,ko:K13417,ec:2.7.10.1
5088,ko:K13417,ec:2.7.11.1
5089,ko:K13418,ec:2.7.10.1
5090,ko:K13418,ec:2.7.11.1
5091,ko:K13419,ec:2.7.11.1
5092,ko:K13420,ec:2.7.11.1
5093,ko:K13421,ec:2.4.2.10
5094,ko:K13421,ec:4.1.1.23
5095,ko:K13427,ec:1.14.13.39
5096,ko:K13428,ec:2.7.11.1
5097,ko:K13430,ec:2.7.11.1
5098,ko:K13436,ec:2.7.11.1
5099,ko:K13444,ec:1.8.3.7
5100,ko:K13465,ec:3.2.1.8
5101,ko:K13479,ec:1.17.1.4
5102,ko:K13481,ec:1.17.1.4
5103,ko:K13482,ec:1.17.1.4
5104,ko:K13484,ec:3.5.2.17
5105,ko:K13484,ec:4.1.1.97
5106,ko:K13485,ec:4.1.1.97
5107,ko:K13491,ec:3.1.1.61
5108,ko:K13492,ec:2.4.1.203
5109,ko:K13494,ec:2.4.2.40
5110,ko:K13495,ec:2.4.1.215
5111,ko:K13497,ec:4.1.3.27
5112,ko:K13497,ec:2.4.2.18
5113,ko:K13498,ec:4.1.1.48
5114,ko:K13498,ec:5.3.1.24
5115,ko:K13499,ec:2.4.1.175
5116,ko:K13499,ec:2.4.1.226
5117,ko:K13500,ec:2.4.1.175
5118,ko:K13500,ec:2.4.1.226
5119,ko:K13501,ec:4.1.3.27
5120,ko:K13501,ec:4.1.1.48
5121,ko:K13501,ec:5.3.1.24
5122,ko:K13503,ec:4.1.3.27
5123,ko:K13506,ec:2.3.1.15
5124,ko:K13507,ec:2.3.1.15
5125,ko:K13507,ec:2.3.1.42
5126,ko:K13508,ec:2.3.1.15
5127,ko:K13508,ec:2.3.1.198
5128,ko:K13509,ec:2.3.1.51
5129,ko:K13510,ec:2.3.1.23
5130,ko:K13510,ec:2.3.1.67
5131,ko:K13512,ec:2.3.1.23
5132,ko:K13513,ec:2.3.1.51
5133,ko:K13515,ec:2.3.1.23
5134,ko:K13517,ec:2.3.1.51
5135,ko:K13519,ec:2.3.1.51
5136,ko:K13519,ec:2.3.1.23
5137,ko:K13522,ec:2.7.7.1
5138,ko:K13523,ec:2.3.1.51
5139,ko:K13524,ec:2.6.1.19
5140,ko:K13524,ec:2.6.1.22
5141,ko:K13529,ec:3.2.2.21
5142,ko:K13531,ec:2.1.1.63
5143,ko:K13532,ec:2.7.13.3
5144,ko:K13533,ec:2.7.13.3
5145,ko:K13534,ec:3.1.1.3
5146,ko:K13540,ec:2.1.1.130
5147,ko:K13540,ec:2.1.1.131
5148,ko:K13541,ec:3.7.1.12
5149,ko:K13541,ec:2.1.1.272
5150,ko:K13541,ec:2.1.1.131
5151,ko:K13542,ec:2.1.1.107
5152,ko:K13542,ec:4.2.1.75
5153,ko:K13543,ec:2.1.1.107
5154,ko:K13543,ec:4.2.1.75
5155,ko:K13544,ec:3.1.1.82
5156,ko:K13545,ec:1.3.7.12
5157,ko:K13546,ec:4.2.3.124
5158,ko:K13547,ec:2.6.1.100
5159,ko:K13547,ec:2.6.1.101
5160,ko:K13548,ec:1.1.1.329
5161,ko:K13549,ec:1.1.99.38
5162,ko:K13550,ec:2.4.1.283
5163,ko:K13550,ec:2.4.1.284
5164,ko:K13551,ec:3.5.1.112
5165,ko:K13552,ec:1.1.3.43
5166,ko:K13553,ec:2.6.1.93
5167,ko:K13554,ec:2.4.2.49
5168,ko:K13555,ec:3.1.3.88
5169,ko:K13556,ec:2.4.1.285
5170,ko:K13559,ec:6.2.1.39
5171,ko:K13560,ec:4.1.1.95
5172,ko:K13561,ec:1.14.14.13
5173,ko:K13563,ec:2.3.2.19
5174,ko:K13564,ec:4.3.2.6
5175,ko:K13565,ec:2.5.1.93
5176,ko:K13566,ec:3.5.1.3
5177,ko:K13567,ec:2.7.11.30
5178,ko:K13568,ec:2.7.11.30
5179,ko:K13571,ec:6.3.1.19
5180,ko:K13574,ec:1.1.1.237
5181,ko:K13578,ec:2.7.11.30
5182,ko:K13581,ec:2.1.1.72
5183,ko:K13587,ec:2.7.13.3
5184,ko:K13590,ec:2.7.7.65
5185,ko:K13594,ec:2.7.11.30
5186,ko:K13596,ec:2.7.11.30
5187,ko:K13598,ec:2.7.13.3
5188,ko:K13600,ec:1.14.13.122
5189,ko:K13601,ec:2.1.1.332
5190,ko:K13602,ec:2.1.1.331
5191,ko:K13603,ec:4.2.1.169
5192,ko:K13604,ec:2.1.1.333
5193,ko:K13606,ec:1.1.1.294
5194,ko:K13607,ec:2.8.3.17
5195,ko:K13608,ec:1.14.13.101
5196,ko:K13609,ec:1.5.1.21
5197,ko:K13610,ec:2.3.1.93
5198,ko:K13616,ec:3.1.1.3
5199,ko:K13617,ec:3.1.1.89
5200,ko:K13618,ec:3.1.1.111
5201,ko:K13619,ec:3.1.1.118
5202,ko:K13624,ec:1.16.3.1
5203,ko:K13644,ec:2.7.8.1
5204,ko:K13644,ec:2.7.8.2
5205,ko:K13645,ec:1.14.11.4
5206,ko:K13646,ec:1.14.11.4
5207,ko:K13646,ec:2.4.1.50
5208,ko:K13646,ec:2.4.1.66
5209,ko:K13647,ec:1.14.11.4
5210,ko:K13648,ec:2.4.1.43
5211,ko:K13656,ec:2.7.8.31
5212,ko:K13657,ec:2.4.1.252
5213,ko:K13658,ec:2.4.1.251
5214,ko:K13659,ec:2.4.1.264
5215,ko:K13667,ec:2.4.1.376
5216,ko:K13667,ec:2.4.2.63
5217,ko:K13668,ec:2.4.1.346
5218,ko:K13676,ec:2.4.2.42
5219,ko:K13677,ec:2.4.1.208
5220,ko:K13679,ec:2.4.1.242
5221,ko:K13680,ec:2.4.1.32
5222,ko:K13686,ec:2.4.2.46
5223,ko:K13692,ec:2.4.1.121
5224,ko:K13693,ec:2.4.1.266
5225,ko:K13694,ec:3.4.17.13
5226,ko:K13699,ec:2.3.1.51
5227,ko:K13700,ec:3.1.1.23
5228,ko:K13702,ec:3.1.1.93
5229,ko:K13704,ec:3.1.1.23
5230,ko:K13711,ec:2.7.1.67
5231,ko:K13712,ec:2.7.1.68
5232,ko:K13713,ec:6.3.2.6
5233,ko:K13713,ec:6.3.4.13
5234,ko:K13714,ec:3.5.1.28
5235,ko:K13714,ec:3.2.1.96
5236,ko:K13716,ec:3.4.19.12
5237,ko:K13717,ec:3.4.19.12
5238,ko:K13718,ec:3.4.19.12
5239,ko:K13720,ec:3.5.1.60
5240,ko:K13745,ec:4.1.1.86
5241,ko:K13746,ec:1.5.1.43
5242,ko:K13747,ec:4.1.1.96
5243,ko:K13748,ec:2.4.1.201
5244,ko:K13748,ec:2.4.1.145
5245,ko:K13755,ec:3.1.4.17
5246,ko:K13756,ec:3.1.4.35
5247,ko:K13757,ec:3.1.4.35
5248,ko:K13761,ec:3.1.4.35
5249,ko:K13762,ec:3.1.4.35
5250,ko:K13763,ec:3.1.4.35
5251,ko:K13766,ec:4.2.1.18
5252,ko:K13767,ec:4.2.1.17
5253,ko:K13777,ec:6.4.1.5
5254,ko:K13778,ec:6.4.1.5
5255,ko:K13779,ec:4.2.1.57
5256,ko:K13787,ec:2.5.1.1
5257,ko:K13787,ec:2.5.1.10
5258,ko:K13787,ec:2.5.1.29
5259,ko:K13788,ec:2.3.1.8
5260,ko:K13789,ec:2.5.1.1
5261,ko:K13789,ec:2.5.1.10
5262,ko:K13789,ec:2.5.1.29
5263,ko:K13797,ec:2.7.7.6
5264,ko:K13798,ec:2.7.7.6
5265,ko:K13799,ec:6.3.2.1
5266,ko:K13799,ec:2.7.4.25
5267,ko:K13800,ec:2.7.4.14
5268,ko:K13806,ec:3.1.1.116
5269,ko:K13807,ec:3.1.3.16
5270,ko:K13809,ec:2.7.4.14
5271,ko:K13810,ec:2.2.1.2
5272,ko:K13810,ec:5.3.1.9
5273,ko:K13811,ec:2.7.7.4
5274,ko:K13811,ec:2.7.1.25
5275,ko:K13812,ec:4.2.1.147
5276,ko:K13812,ec:4.1.2.43
5277,ko:K13818,ec:2.7.7.77
5278,ko:K13821,ec:1.5.5.2
5279,ko:K13821,ec:1.2.1.88
5280,ko:K13829,ec:2.7.1.71
5281,ko:K13829,ec:4.2.3.4
5282,ko:K13830,ec:4.2.3.4
5283,ko:K13830,ec:4.2.1.10
5284,ko:K13830,ec:1.1.1.25
5285,ko:K13830,ec:2.7.1.71
5286,ko:K13830,ec:2.5.1.19
5287,ko:K13831,ec:4.1.2.43
5288,ko:K13831,ec:5.3.1.27
5289,ko:K13832,ec:4.2.1.10
5290,ko:K13832,ec:1.1.1.25
5291,ko:K13853,ec:2.5.1.54
5292,ko:K13853,ec:5.4.99.5
5293,ko:K13873,ec:1.1.1.376
5294,ko:K13874,ec:3.1.1.15
5295,ko:K13875,ec:4.2.1.25
5296,ko:K13876,ec:4.2.1.43
5297,ko:K13877,ec:1.2.1.26
5298,ko:K13915,ec:3.2.1.17
5299,ko:K13917,ec:2.7.7.50
5300,ko:K13917,ec:3.6.1.74
5301,ko:K13919,ec:4.2.1.28
5302,ko:K13920,ec:4.2.1.28
5303,ko:K13922,ec:1.2.1.87
5304,ko:K13923,ec:2.3.1.222
5305,ko:K13924,ec:2.1.1.80
5306,ko:K13924,ec:3.1.1.61
5307,ko:K13927,ec:2.7.7.61
5308,ko:K13927,ec:2.4.2.52
5309,ko:K13929,ec:2.3.1.187
5310,ko:K13930,ec:2.4.2.52
5311,ko:K13932,ec:4.1.1.87
5312,ko:K13933,ec:4.1.1.87
5313,ko:K13934,ec:2.7.7.66
5314,ko:K13935,ec:2.3.1.39
5315,ko:K13937,ec:1.1.1.47
5316,ko:K13937,ec:3.1.1.31
5317,ko:K13938,ec:1.5.1.50
5318,ko:K13938,ec:1.5.1.3
5319,ko:K13939,ec:4.1.2.25
5320,ko:K13939,ec:2.7.6.3
5321,ko:K13939,ec:2.5.1.15
5322,ko:K13940,ec:4.1.2.25
5323,ko:K13940,ec:2.7.6.3
5324,ko:K13941,ec:2.7.6.3
5325,ko:K13941,ec:2.5.1.15
5326,ko:K13942,ec:1.12.98.2
5327,ko:K13948,ec:1.3.1.74
5328,ko:K13948,ec:1.3.1.48
5329,ko:K13949,ec:1.3.1.48
5330,ko:K13950,ec:2.6.1.85
5331,ko:K13951,ec:1.1.1.1
5332,ko:K13952,ec:1.1.1.1
5333,ko:K13953,ec:1.1.1.1
5334,ko:K13954,ec:1.1.1.1
5335,ko:K13960,ec:2.3.2.23
5336,ko:K13967,ec:5.1.3.9
5337,ko:K13967,ec:2.7.1.60
5338,ko:K13979,ec:1.1.1.2
5339,ko:K13980,ec:1.1.1.1
5340,ko:K13981,ec:1.1.1.263
5341,ko:K13982,ec:3.6.4.13
5342,ko:K13983,ec:3.6.4.13
5343,ko:K13985,ec:3.1.4.54
