,ko,ec
8360,ko:K22205,ec:3.13.2.3
8361,ko:K22207,ec:4.4.1.28
8362,ko:K22208,ec:4.2.3.117
8363,ko:K22209,ec:4.2.1.81
8364,ko:K22210,ec:4.2.1.48
8365,ko:K22211,ec:4.2.1.130
8366,ko:K22212,ec:4.1.1.101
8367,ko:K22213,ec:4.1.1.52
8368,ko:K22214,ec:2.8.3.27
8369,ko:K22215,ec:1.1.1.48
8370,ko:K22215,ec:1.1.1.120
8371,ko:K22218,ec:2.8.2.20
8372,ko:K22219,ec:1.14.14.21
8373,ko:K22220,ec:1.14.14.22
8374,ko:K22223,ec:3.1.3.18
8375,ko:K22224,ec:6.2.1.13
8376,ko:K22225,ec:4.1.1.111
8377,ko:K22227,ec:1.3.98.6
8378,ko:K22229,ec:1.1.1.215
8379,ko:K22245,ec:3.2.1.7
8380,ko:K22246,ec:2.3.1.110
8381,ko:K22247,ec:2.3.1.136
8382,ko:K22248,ec:2.4.1.231
8383,ko:K22249,ec:3.1.1.76
8384,ko:K22250,ec:3.1.1.76
8385,ko:K22251,ec:1.1.1.6
8386,ko:K22252,ec:1.1.1.135
8387,ko:K22253,ec:3.2.1.60
8388,ko:K22268,ec:3.2.1.37
8389,ko:K22269,ec:2.1.1.343
8390,ko:K22270,ec:1.14.13.24
8391,ko:K22273,ec:3.4.21.98
8392,ko:K22273,ec:3.6.1.15
8393,ko:K22273,ec:3.6.4.13
8394,ko:K22276,ec:3.2.1.75
8395,ko:K22277,ec:3.2.1.75
8396,ko:K22278,ec:3.5.1.104
8397,ko:K22279,ec:3.2.1.119
8398,ko:K22283,ec:3.1.1.3
8399,ko:K22284,ec:3.1.1.3
8400,ko:K22292,ec:3.1.3.105
8401,ko:K22303,ec:1.14.11.77
8402,ko:K22305,ec:3.1.3.3
8403,ko:K22306,ec:3.1.3.85
8404,ko:K22307,ec:3.2.1.204
8405,ko:K22308,ec:3.2.1.205
8406,ko:K22309,ec:2.1.1.344
8407,ko:K22310,ec:2.3.2.30
8408,ko:K22311,ec:2.3.1.265
8409,ko:K22312,ec:2.8.2.39
8410,ko:K22313,ec:3.1.7.12
8411,ko:K22314,ec:3.4.19.16
8412,ko:K22315,ec:3.1.3.37
8413,ko:K22316,ec:3.1.26.4
8414,ko:K22316,ec:3.1.3.73
8415,ko:K22317,ec:2.3.3.20
8416,ko:K22318,ec:4.1.1.114
8417,ko:K22319,ec:6.1.3.1
8418,ko:K22320,ec:1.1.1.412
8419,ko:K22321,ec:2.8.2.38
8420,ko:K22322,ec:1.1.1.413
8421,ko:K22323,ec:1.1.99.41
8422,ko:K22324,ec:1.14.13.237
8423,ko:K22325,ec:1.14.15.23
8424,ko:K22326,ec:1.14.14.104
8425,ko:K22327,ec:4.1.1.108
8426,ko:K22328,ec:4.1.1.109
8427,ko:K22329,ec:4.1.1.25
8428,ko:K22330,ec:4.1.1.25
8429,ko:K22331,ec:3.5.2.6
8430,ko:K22332,ec:3.5.2.6
8431,ko:K22333,ec:3.5.2.6
8432,ko:K22334,ec:3.5.2.6
8433,ko:K22335,ec:3.5.2.6
8434,ko:K22336,ec:1.16.3.1
8435,ko:K22338,ec:1.17.1.11
8436,ko:K22339,ec:1.17.1.11
8437,ko:K22340,ec:1.17.1.11
8438,ko:K22341,ec:1.17.1.11
8439,ko:K22342,ec:1.14.13.238
8440,ko:K22343,ec:1.14.13.238
8441,ko:K22344,ec:1.14.13.238
8442,ko:K22345,ec:4.3.1.9
8443,ko:K22346,ec:3.5.2.6
8444,ko:K22347,ec:1.8.1.20
8445,ko:K22348,ec:1.16.3.3
8446,ko:K22349,ec:1.16.3.3
8447,ko:K22350,ec:1.16.3.3
8448,ko:K22351,ec:3.5.2.6
8449,ko:K22352,ec:3.5.2.6
8450,ko:K22353,ec:1.14.13.69
8451,ko:K22354,ec:1.14.13.69
8452,ko:K22357,ec:1.14.13.69
8453,ko:K22358,ec:1.14.13.69
8454,ko:K22359,ec:1.14.13.69
8455,ko:K22362,ec:1.18.1.3
8456,ko:K22363,ec:4.4.1.23
8457,ko:K22364,ec:1.8.1.5
8458,ko:K22365,ec:1.14.14.50
8459,ko:K22368,ec:3.3.2.10
8460,ko:K22370,ec:2.3.2.26
8461,ko:K22371,ec:2.3.2.26
8462,ko:K22373,ec:5.1.2.1
8463,ko:K22374,ec:1.1.1.285
8464,ko:K22375,ec:2.3.2.27
8465,ko:K22376,ec:2.3.2.27
8466,ko:K22377,ec:2.3.2.27
8467,ko:K22378,ec:2.3.2.27
8468,ko:K22379,ec:2.3.2.27
8469,ko:K22380,ec:2.3.2.27
8470,ko:K22381,ec:2.3.2.27
8471,ko:K22387,ec:3.1.4.39
8472,ko:K22389,ec:3.1.1.32
8473,ko:K22391,ec:3.5.4.16
8474,ko:K22392,ec:1.11.1.23
8475,ko:K22393,ec:1.5.1.36
8476,ko:K22394,ec:1.5.1.36
8477,ko:K22395,ec:1.1.1.195
8478,ko:K22396,ec:4.2.1.82
8479,ko:K22397,ec:4.1.2.28
8480,ko:K22401,ec:2.3.2.27
8481,ko:K22405,ec:1.6.3.4
8482,ko:K22406,ec:1.14.11.6
8483,ko:K22407,ec:1.14.11.6
8484,ko:K22408,ec:3.5.1.136
8485,ko:K22409,ec:3.5.1.28
8486,ko:K22410,ec:2.1.1.367
8487,ko:K22417,ec:1.2.1.28
8488,ko:K22417,ec:1.2.3.7
8489,ko:K22418,ec:1.1.1.146
8490,ko:K22419,ec:1.3.1.3
8491,ko:K22423,ec:2.5.1.142
8492,ko:K22424,ec:2.7.3.13
8493,ko:K22425,ec:3.2.1.206
8494,ko:K22426,ec:2.4.1.350
8495,ko:K22427,ec:4.1.1.53
8496,ko:K22430,ec:1.3.1.108
8497,ko:K22431,ec:1.3.1.108
8498,ko:K22432,ec:1.3.1.108
8499,ko:K22433,ec:4.1.1.105
8500,ko:K22434,ec:1.14.99.59
8501,ko:K22435,ec:2.7.1.222
8502,ko:K22436,ec:2.1.1.345
8503,ko:K22437,ec:2.1.1.22
8504,ko:K22438,ec:2.1.1.145
8505,ko:K22439,ec:2.1.1.169
8506,ko:K22440,ec:2.1.1.232
8507,ko:K22441,ec:2.3.1.57
8508,ko:K22442,ec:2.3.1.68
8509,ko:K22443,ec:1.14.13.239
8510,ko:K22444,ec:1.14.13.239
8511,ko:K22445,ec:1.2.99.10
8512,ko:K22450,ec:2.3.1.87
8513,ko:K22451,ec:2.4.1.25
8514,ko:K22452,ec:2.3.2.13
8515,ko:K22457,ec:2.6.1.14
8516,ko:K22458,ec:1.13.11.84
8517,ko:K22459,ec:1.14.11.7
8518,ko:K22460,ec:1.14.11.7
8519,ko:K22462,ec:1.3.1.113
8520,ko:K22463,ec:2.3.1.277
8521,ko:K22464,ec:4.1.1.106
8522,ko:K22465,ec:4.1.99.23
8523,ko:K22466,ec:4.1.99.23
8524,ko:K22467,ec:4.2.3.195
8525,ko:K22468,ec:2.7.4.34
8526,ko:K22470,ec:1.8.5.8
8527,ko:K22472,ec:2.7.7.48
8528,ko:K22473,ec:1.1.5.5
8529,ko:K22474,ec:1.1.5.5
8530,ko:K22476,ec:2.3.1.1
8531,ko:K22477,ec:2.3.1.1
8532,ko:K22478,ec:2.3.1.1
8533,ko:K22478,ec:2.7.2.8
8534,ko:K22480,ec:1.8.7.3
8535,ko:K22481,ec:1.8.7.3
8536,ko:K22482,ec:1.8.7.3
8537,ko:K22492,ec:1.14.15.24
8538,ko:K22500,ec:1.13.12.18
8539,ko:K22501,ec:7.1.1.7
8540,ko:K22502,ec:5.5.1.19
8541,ko:K22503,ec:6.1.1.12
8542,ko:K22506,ec:7.4.2.8
8543,ko:K22515,ec:1.17.1.9
8544,ko:K22516,ec:1.17.98.3
8545,ko:K22516,ec:1.8.98.6
8546,ko:K22517,ec:2.3.2.27
8547,ko:K22518,ec:2.3.2.27
8548,ko:K22519,ec:5.3.4.1
8549,ko:K22520,ec:5.3.4.1
8550,ko:K22521,ec:5.3.4.1
8551,ko:K22539,ec:4.2.2.2
8552,ko:K22542,ec:4.2.3.191
8553,ko:K22545,ec:2.1.1.15
8554,ko:K22546,ec:2.1.1.325
8555,ko:K22547,ec:1.20.4.1
8556,ko:K22548,ec:4.2.1.77
8557,ko:K22552,ec:1.16.3.1
8558,ko:K22553,ec:1.14.99.15
8559,ko:K22554,ec:3.1.2.2
8560,ko:K22567,ec:1.18.1.1
8561,ko:K22568,ec:6.4.1.2
8562,ko:K22568,ec:6.4.1.3
8563,ko:K22571,ec:2.1.1.387
8564,ko:K22576,ec:3.13.1.7
8565,ko:K22577,ec:2.1.1.347
8566,ko:K22578,ec:2.1.5.1
8567,ko:K22579,ec:2.7.9.6
8568,ko:K22580,ec:3.1.1.103
8569,ko:K22581,ec:6.3.2.50
8570,ko:K22586,ec:2.3.1.268
8571,ko:K22587,ec:5.3.3.21
8572,ko:K22588,ec:2.1.1.4
8573,ko:K22589,ec:4.3.1.16
8574,ko:K22590,ec:2.1.1.47
8575,ko:K22596,ec:4.3.2.9
8576,ko:K22597,ec:2.4.1.352
8577,ko:K22598,ec:2.6.1.114
8578,ko:K22599,ec:3.4.23.16
8579,ko:K22599,ec:3.4.23.47
8580,ko:K22600,ec:4.6.1.2
8581,ko:K22601,ec:2.1.3.5
8582,ko:K22602,ec:3.5.1.126
8583,ko:K22604,ec:1.1.1.52
8584,ko:K22605,ec:1.1.1.392
8585,ko:K22606,ec:1.1.1.391
8586,ko:K22607,ec:1.1.1.393
8587,ko:K22616,ec:1.14.11.58
8588,ko:K22617,ec:2.3.1.270
8589,ko:K22619,ec:1.13.12.24
8590,ko:K22620,ec:1.14.14.63
8591,ko:K22621,ec:1.14.14.64
8592,ko:K22622,ec:1.8.2.6
8593,ko:K22634,ec:1.14.14.62
8594,ko:K22635,ec:1.14.14.60
8595,ko:K22635,ec:1.14.14.65
8596,ko:K22636,ec:1.14.14.175
8597,ko:K22636,ec:1.14.14.60
8598,ko:K22637,ec:1.14.14.67
8599,ko:K22638,ec:1.14.14.61
8600,ko:K22639,ec:1.14.14.58
8601,ko:K22639,ec:1.14.14.59
8602,ko:K22640,ec:1.14.14.58
8603,ko:K22645,ec:2.3.2.27
8604,ko:K22646,ec:2.3.2.27
8605,ko:K22647,ec:3.4.19.12
8606,ko:K22651,ec:2.3.2.27
8607,ko:K22678,ec:4.5.1.1
8608,ko:K22690,ec:1.13.11.85
8609,ko:K22691,ec:1.14.14.72
8610,ko:K22692,ec:1.14.19.57
8611,ko:K22693,ec:1.14.19.58
8612,ko:K22694,ec:1.14.19.59
8613,ko:K22695,ec:1.14.19.60
8614,ko:K22699,ec:2.4.2.59
8615,ko:K22706,ec:2.4.1.354
8616,ko:K22707,ec:2.4.1.353
8617,ko:K22708,ec:2.4.1.355
8618,ko:K22709,ec:2.4.1.53
8619,ko:K22710,ec:2.4.1.70
8620,ko:K22712,ec:1.14.19.56
8621,ko:K22721,ec:2.4.1.370
8622,ko:K22723,ec:2.7.1.227
8623,ko:K22725,ec:2.7.1.228
8624,ko:K22748,ec:2.1.1.354
8625,ko:K22749,ec:2.3.1.13
8626,ko:K22753,ec:2.3.2.27
8627,ko:K22754,ec:2.3.2.27
8628,ko:K22757,ec:2.3.2.5
8629,ko:K22761,ec:2.7.7.102
8630,ko:K22761,ec:2.7.7.7
8631,ko:K22763,ec:3.4.19.12
8632,ko:K22767,ec:2.3.1.48
8633,ko:K22768,ec:2.3.1.48
8634,ko:K22772,ec:2.4.1.159
8635,ko:K22794,ec:2.4.1.239
8636,ko:K22795,ec:2.3.1.288
8637,ko:K22797,ec:2.3.1.273
8638,ko:K22813,ec:4.1.1.110
8639,ko:K22817,ec:2.3.2.27
8640,ko:K22831,ec:2.3.1.51
8641,ko:K22837,ec:2.7.7.100
8642,ko:K22838,ec:2.3.1.272
8643,ko:K22839,ec:2.3.1.272
8644,ko:K22840,ec:2.3.1.272
8645,ko:K22841,ec:2.5.1.146
8646,ko:K22842,ec:2.3.1.271
8647,ko:K22844,ec:2.4.1.356
8648,ko:K22845,ec:2.4.1.357
8649,ko:K22846,ec:2.5.1.144
8650,ko:K22847,ec:2.8.5.1
8651,ko:K22848,ec:2.3.1.20
8652,ko:K22849,ec:2.3.1.20
8653,ko:K22871,ec:2.5.1.27
8654,ko:K22874,ec:1.14.20.9
8655,ko:K22874,ec:1.14.20.10
8656,ko:K22875,ec:1.14.19.61
8657,ko:K22876,ec:1.14.20.11
8658,ko:K22877,ec:1.14.20.12
8659,ko:K22878,ec:1.14.15.15
8660,ko:K22879,ec:1.14.13.113
8661,ko:K22880,ec:1.14.14.77
8662,ko:K22887,ec:1.14.14.80
8663,ko:K22888,ec:2.3.1.33
8664,ko:K22893,ec:2.7.11.1
8665,ko:K22896,ec:1.18.6.2
8666,ko:K22897,ec:1.18.6.2
8667,ko:K22898,ec:1.18.6.2
8668,ko:K22905,ec:2.8.2.40
8669,ko:K22906,ec:3.7.1.4
8670,ko:K22911,ec:3.1.3.100
8671,ko:K22912,ec:3.1.3.104
8672,ko:K22920,ec:2.7.7.9
8673,ko:K22923,ec:7.6.2.12
8674,ko:K22926,ec:1.1.1.136
8675,ko:K22927,ec:3.1.4.59
8676,ko:K22929,ec:4.2.3.192
8677,ko:K22930,ec:4.2.3.193
8678,ko:K22931,ec:5.5.1.29
8679,ko:K22932,ec:1.14.14.88
8680,ko:K22933,ec:3.2.1.67
8681,ko:K22934,ec:3.2.1.28
8682,ko:K22935,ec:2.7.1.47
8683,ko:K22944,ec:4.6.1.1
8684,ko:K22945,ec:4.2.3.183
8685,ko:K22946,ec:4.2.1.173
8686,ko:K22947,ec:4.2.3.186
8687,ko:K22948,ec:5.5.1.28
8688,ko:K22949,ec:2.7.7.2
8689,ko:K22950,ec:2.4.1.358
8690,ko:K22952,ec:4.1.99.24
8691,ko:K22953,ec:4.1.99.25
8692,ko:K22954,ec:2.3.1.184
8693,ko:K22955,ec:2.3.1.184
8694,ko:K22956,ec:2.3.1.184
8695,ko:K22957,ec:2.3.1.184
8696,ko:K22958,ec:4.1.1.59
8697,ko:K22962,ec:1.7.6.1
8698,ko:K22963,ec:5.4.4.8
8699,ko:K22964,ec:5.4.99.65
8700,ko:K22965,ec:5.4.99.66
8701,ko:K22966,ec:2.7.7.5
8702,ko:K22966,ec:3.6.2.1
8703,ko:K22967,ec:4.2.3.194
8704,ko:K22968,ec:2.3.1.184
8705,ko:K22969,ec:1.1.1.47
8706,ko:K22970,ec:1.1.1.62
8707,ko:K22970,ec:1.1.1.270
8708,ko:K22971,ec:5.5.1.31
8709,ko:K22971,ec:5.5.1.32
8710,ko:K22971,ec:5.5.1.33
8711,ko:K22972,ec:3.4.19.12
8712,ko:K22978,ec:4.2.3.164
8713,ko:K22979,ec:4.2.3.164
8714,ko:K22982,ec:1.1.1.81
8715,ko:K22993,ec:1.14.19.6
8716,ko:K22994,ec:4.2.2.9
8717,ko:K22995,ec:1.14.19.74
8718,ko:K22996,ec:1.14.20.14
8719,ko:K22997,ec:1.14.99.61
8720,ko:K22998,ec:1.14.99.62
8721,ko:K23005,ec:1.1.1.414
8722,ko:K23007,ec:1.1.1.414
8723,ko:K23019,ec:1.13.11.86
8724,ko:K23020,ec:1.14.14.155
8725,ko:K23021,ec:4.2.3.160
8726,ko:K23022,ec:4.2.3.161
8727,ko:K23023,ec:4.2.3.163
8728,ko:K23023,ec:4.2.3.171
8729,ko:K23024,ec:4.2.3.166
8730,ko:K23025,ec:7.1.3.1
8731,ko:K23030,ec:4.2.3.170
8732,ko:K23031,ec:4.2.3.175
8733,ko:K23032,ec:4.2.3.176
8734,ko:K23034,ec:2.7.7.19
8735,ko:K23035,ec:2.7.7.19
8736,ko:K23036,ec:1.14.19.27
8737,ko:K23037,ec:1.14.99.63
8738,ko:K23037,ec:1.14.15.24
8739,ko:K23042,ec:4.2.1.174
8740,ko:K23043,ec:4.2.3.157
8741,ko:K23044,ec:4.2.3.181
8742,ko:K23045,ec:4.2.3.182
8743,ko:K23046,ec:4.2.3.187
8744,ko:K23047,ec:2.3.2.27
8745,ko:K23053,ec:2.1.1.231
8746,ko:K23054,ec:1.14.19.28
8747,ko:K23058,ec:7.4.2.1
8748,ko:K23060,ec:7.4.2.1
8749,ko:K23064,ec:7.4.2.1
8750,ko:K23075,ec:1.11.1.17
8751,ko:K23076,ec:1.8.1.16
8752,ko:K23078,ec:2.1.1.350
8753,ko:K23079,ec:2.4.1.359
8754,ko:K23082,ec:3.2.1.144
8755,ko:K23086,ec:3.2.1.208
8756,ko:K23094,ec:2.5.1.130
8757,ko:K23095,ec:2.1.1.329
8758,ko:K23108,ec:6.2.1.25
8759,ko:K23109,ec:1.1.1.110
8760,ko:K23110,ec:4.2.1.175
8761,ko:K23111,ec:4.2.1.175
8762,ko:K23117,ec:1.13.11.87
8763,ko:K23118,ec:1.13.11.87
8764,ko:K23119,ec:1.14.19.75
8765,ko:K23120,ec:2.5.1.152
8766,ko:K23121,ec:4.2.1.172
8767,ko:K23122,ec:1.5.1.52
8768,ko:K23123,ec:3.5.2.9
8769,ko:K23124,ec:3.5.2.9
8770,ko:K23134,ec:1.14.14.159
8771,ko:K23134,ec:1.14.14.160
8772,ko:K23135,ec:1.14.14.162
8773,ko:K23136,ec:1.14.14.164
8774,ko:K23137,ec:1.14.14.165
8775,ko:K23144,ec:2.7.7.23
8776,ko:K23144,ec:2.7.7.24
8777,ko:K23144,ec:2.7.7.83
8778,ko:K23144,ec:2.3.1.157
8779,ko:K23144,ec:2.3.1.276
8780,ko:K23145,ec:1.14.11.60
8781,ko:K23146,ec:1.1.1.31
8782,ko:K23146,ec:1.1.1.59
8783,ko:K23147,ec:2.7.1.223
8784,ko:K23148,ec:2.7.1.224
8785,ko:K23149,ec:3.1.1.104
8786,ko:K23150,ec:3.5.1.129
8787,ko:K23152,ec:2.5.1.148
8788,ko:K23153,ec:2.1.1.351
8789,ko:K23154,ec:2.4.1.360
8790,ko:K23155,ec:2.5.1.149
8791,ko:K23156,ec:2.3.1.278
8792,ko:K23156,ec:2.3.1.279
8793,ko:K23157,ec:2.1.1.352
8794,ko:K23169,ec:6.3.2.53
8795,ko:K23170,ec:5.1.1.23
8796,ko:K23171,ec:4.2.3.196
8797,ko:K23172,ec:4.2.3.198
8798,ko:K23173,ec:4.2.3.199
8799,ko:K23174,ec:4.2.3.200
8800,ko:K23175,ec:4.6.1.20
8801,ko:K23177,ec:1.14.14.168
8802,ko:K23177,ec:1.14.14.170
8803,ko:K23178,ec:1.14.14.169
8804,ko:K23179,ec:1.14.19.76
8805,ko:K23180,ec:1.14.19.76
8806,ko:K23184,ec:7.2.2.18
8807,ko:K23188,ec:7.2.2.17
8808,ko:K23231,ec:1.1.1.201
8809,ko:K23232,ec:1.1.1.324
8810,ko:K23233,ec:1.5.1.11
8811,ko:K23234,ec:1.2.1.32
8812,ko:K23235,ec:1.5.1.23
8813,ko:K23244,ec:1.1.1.420
8814,ko:K23245,ec:1.1.1.421
8815,ko:K23246,ec:3.1.1.115
8816,ko:K23247,ec:2.7.1.231
8817,ko:K23248,ec:4.1.1.120
8818,ko:K23254,ec:7.2.2.15
8819,ko:K23257,ec:1.1.1.283
8820,ko:K23258,ec:3.6.1.69
8821,ko:K23259,ec:1.1.1.80
8822,ko:K23260,ec:2.4.1.128
8823,ko:K23261,ec:2.4.1.116
8824,ko:K23264,ec:6.3.5.3
8825,ko:K23265,ec:6.3.5.3
8826,ko:K23265,ec:3.5.1.2
8827,ko:K23269,ec:6.3.5.3
8828,ko:K23270,ec:6.3.5.3
8829,ko:K23272,ec:1.1.3.10
8830,ko:K23273,ec:1.1.5.14
8831,ko:K23274,ec:1.1.5.14
8832,ko:K23276,ec:1.14.14.85
8833,ko:K23277,ec:2.3.1.144
8834,ko:K23279,ec:2.4.1.136
8835,ko:K23280,ec:2.4.1.351
8836,ko:K23304,ec:2.3.1.30
8837,ko:K23333,ec:2.3.2.27
8838,ko:K23355,ec:3.4.17.17
8839,ko:K23358,ec:2.3.1.48
8840,ko:K23359,ec:3.5.1.84
8841,ko:K23363,ec:1.13.11.88
8842,ko:K23364,ec:1.14.15.37
8843,ko:K23365,ec:2.3.1.281
8844,ko:K23366,ec:2.3.1.281
8845,ko:K23367,ec:2.3.1.281
8846,ko:K23370,ec:2.7.1.226
8847,ko:K23371,ec:2.7.1.225
8848,ko:K23372,ec:6.3.2.54
8849,ko:K23373,ec:4.1.1.117
8850,ko:K23374,ec:6.3.2.55
8851,ko:K23375,ec:6.3.2.56
8852,ko:K23378,ec:1.14.11.61
8853,ko:K23378,ec:1.14.11.62
8854,ko:K23384,ec:4.1.1.115
8855,ko:K23385,ec:4.1.1.116
8856,ko:K23393,ec:6.3.5.13
8857,ko:K23394,ec:2.1.1.353
8858,ko:K23395,ec:2.4.1.361
8859,ko:K23396,ec:2.4.1.362
8860,ko:K23397,ec:2.6.1.115
8861,ko:K23414,ec:2.3.1.282
8862,ko:K23415,ec:2.3.1.283
8863,ko:K23416,ec:2.3.1.284
8864,ko:K23435,ec:3.4.17.24
8865,ko:K23436,ec:3.4.17.24
8866,ko:K23438,ec:3.4.17.24
8867,ko:K23439,ec:3.4.17.24
8868,ko:K23446,ec:6.3.2.58
8869,ko:K23447,ec:6.3.2.57
8870,ko:K23453,ec:2.7.10.2
8871,ko:K23458,ec:3.1.3.2
8872,ko:K23461,ec:3.4.21.105
8873,ko:K23462,ec:1.5.1.36
8874,ko:K23470,ec:1.5.1.36
8875,ko:K23472,ec:2.7.11.1
8876,ko:K23474,ec:3.1.3.48
8877,ko:K23484,ec:3.6.5.5
8878,ko:K23492,ec:1.14.14.9
8879,ko:K23493,ec:1.3.1.36
8880,ko:K23515,ec:1.11.1.14
8881,ko:K23516,ec:1.14.11.48
8882,ko:K23517,ec:1.14.13.16
8883,ko:K23518,ec:3.1.1.106
8884,ko:K23519,ec:3.7.1.24
8885,ko:K23520,ec:2.4.1.363
8886,ko:K23521,ec:2.4.1.364
8887,ko:K23522,ec:2.4.1.365
8888,ko:K23523,ec:2.4.1.366
8889,ko:K23524,ec:2.4.1.367
8890,ko:K23525,ec:2.4.1.368
8891,ko:K23528,ec:1.6.5.6
8892,ko:K23529,ec:1.6.5.7
8893,ko:K23530,ec:4.2.3.201
8894,ko:K23530,ec:4.2.3.202
8895,ko:K23530,ec:4.2.3.203
8896,ko:K23534,ec:3.1.3.16
8897,ko:K23548,ec:1.12.99.6
8898,ko:K23549,ec:1.12.99.6
8899,ko:K23550,ec:3.2.1.18
8900,ko:K23556,ec:1.14.13.246
8901,ko:K23557,ec:1.1.1.417
8902,ko:K23558,ec:1.1.1.418
8903,ko:K23561,ec:2.7.12.1
8904,ko:K23617,ec:6.2.1.2
8905,ko:K23618,ec:6.2.1.2
8906,ko:K23627,ec:6.3.2.40
8907,ko:K23691,ec:2.7.11.13
8908,ko:K23692,ec:2.7.11.13
8909,ko:K23700,ec:2.1.1.359
8910,ko:K23721,ec:3.1.1.107
8911,ko:K23722,ec:3.1.1.108
8912,ko:K23723,ec:3.1.1.109
8913,ko:K23724,ec:4.2.3.174
8914,ko:K23724,ec:4.2.3.204
8915,ko:K23725,ec:2.4.1.369
8916,ko:K23726,ec:3.5.1.133
8917,ko:K23727,ec:2.3.1.291
8918,ko:K23734,ec:2.3.1.181
8919,ko:K23735,ec:2.3.1.181
8920,ko:K23736,ec:3.1.3.106
8921,ko:K23737,ec:3.1.3.106
8922,ko:K23738,ec:1.3.1.120
8923,ko:K23741,ec:3.2.1.209
8924,ko:K23742,ec:1.14.11.68
8925,ko:K23743,ec:3.4.24.33
8926,ko:K23744,ec:2.3.1.289
8927,ko:K23745,ec:2.3.1.289
8928,ko:K23746,ec:2.3.1.289
8929,ko:K23747,ec:2.3.1.290
8930,ko:K23748,ec:2.3.1.290
8931,ko:K23749,ec:2.3.1.290
8932,ko:K23752,ec:1.14.99.65
8933,ko:K23753,ec:2.7.4.33
8934,ko:K23754,ec:4.2.3.197
8935,ko:K23756,ec:6.2.1.2
8936,ko:K23763,ec:2.3.1.181
8937,ko:K23785,ec:2.7.11.1
8938,ko:K23787,ec:2.3.2.27
8939,ko:K23788,ec:2.3.2.27
8940,ko:K23789,ec:2.3.2.27
8941,ko:K23790,ec:2.5.1.18
8942,ko:K23800,ec:2.4.2.62
8943,ko:K23828,ec:2.3.2.27
8944,ko:K23830,ec:2.3.2.27
8945,ko:K23831,ec:2.3.2.27
8946,ko:K23834,ec:2.3.2.27
8947,ko:K23840,ec:2.4.1.135
8948,ko:K23842,ec:1.6.5.2
8949,ko:K23856,ec:1.11.1.24
8950,ko:K23862,ec:5.5.1.34
8951,ko:K23866,ec:3.1.3.48
8952,ko:K23873,ec:4.2.3.205
8953,ko:K23874,ec:5.4.99.67
8954,ko:K23875,ec:6.2.1.60
8955,ko:K23876,ec:5.6.1.9
8956,ko:K23946,ec:2.3.2.27
8957,ko:K23948,ec:1.6.5.9
8958,ko:K23968,ec:1.3.1.123
8959,ko:K23973,ec:2.1.1.363
8960,ko:K23974,ec:2.4.1.372
8961,ko:K23975,ec:2.8.1.16
8962,ko:K23977,ec:2.6.1.117
8963,ko:K23978,ec:3.1.1.112
8964,ko:K23979,ec:3.2.1.210
8965,ko:K23980,ec:3.4.13.23
8966,ko:K23981,ec:2.4.1.373
8967,ko:K23982,ec:2.4.1.374
8968,ko:K23983,ec:2.7.1.230
8969,ko:K23984,ec:3.1.3.107
8970,ko:K23987,ec:5.1.3.13
8971,ko:K23987,ec:1.1.1.133
8972,ko:K23988,ec:1.20.4.4
8973,ko:K23989,ec:3.2.1.96
8974,ko:K23990,ec:1.1.1.419
8975,ko:K23990,ec:5.5.1.34
8976,ko:K23991,ec:2.7.3.9
8977,ko:K23992,ec:2.7.7.74
8978,ko:K23992,ec:2.7.8.34
8979,ko:K23993,ec:2.7.3.9
8980,ko:K23993,ec:2.7.1.202
8981,ko:K23995,ec:1.1.2.10
8982,ko:K23996,ec:1.14.11.71
8983,ko:K23997,ec:4.2.1.136
8984,ko:K23997,ec:5.1.99.6
8985,ko:K23998,ec:1.4.3.5
8986,ko:K23998,ec:5.1.99.6
8987,ko:K23999,ec:5.4.2.9
8988,ko:K23999,ec:2.7.7.104
8989,ko:K24001,ec:1.14.11.70
8990,ko:K24002,ec:1.3.1.121
8991,ko:K24003,ec:1.14.13.247
8992,ko:K24006,ec:1.14.17.3
8993,ko:K24006,ec:4.3.2.5
8994,ko:K24009,ec:7.1.1.4
8995,ko:K24010,ec:7.1.1.4
8996,ko:K24011,ec:7.1.1.4
8997,ko:K24012,ec:6.2.1.13
8998,ko:K24016,ec:1.3.8.15
8999,ko:K24017,ec:5.3.1.16
9000,ko:K24017,ec:5.3.1.24
9001,ko:K24018,ec:1.3.1.43
9002,ko:K24018,ec:1.3.1.12
9003,ko:K24018,ec:2.5.1.19
9004,ko:K24034,ec:2.5.1.16
9005,ko:K24034,ec:1.5.1.10
9006,ko:K24041,ec:3.5.1.11
9007,ko:K24042,ec:2.1.1.13
9008,ko:K24042,ec:1.5.1.54
9009,ko:K24070,ec:2.4.2.30
9010,ko:K24071,ec:2.1.1.156
9011,ko:K24071,ec:2.1.1.157
9012,ko:K24076,ec:3.5.1.28
9013,ko:K24085,ec:3.1.1.1
9014,ko:K24091,ec:2.3.2.27
9015,ko:K24096,ec:3.5.1.28
9016,ko:K24100,ec:3.2.1.213
9017,ko:K24101,ec:6.2.1.63
9018,ko:K24102,ec:6.3.2.12
9019,ko:K24102,ec:2.5.1.15
9020,ko:K24110,ec:6.2.1.62
9021,ko:K24118,ec:1.1.98.7
9022,ko:K24119,ec:1.11.1.26
9023,ko:K24120,ec:1.11.1.29
9024,ko:K24121,ec:1.14.18.12
9025,ko:K24122,ec:1.17.99.8
