,label
3300022865_7,Facultative
3300029594_12,Anaerobe
3300011721_1,Aerobe
3300012194_4,Aerobe
3300025502_4,Aerobe
3300012803_3,Facultative
3300020361_17,Aerobe
3300020459_21,Aerobe
3300020200_45,Aerobe
3300029385_27,Facultative
3300027515_50,Anaerobe
3300026483_5,Aerobe
3300029623_13,Anaerobe
3300026290_27,Anaerobe
3300025762_2,Anaerobe
3300020295_11,Aerobe
3300029129_16,Anaerobe
3300025897_44,Aerobe
3300001598_34,Anaerobe
3300026522_27,Anaerobe
3300014535_15,Anaerobe
3300025862_12,Aerobe
3300027730_27,Aerobe
3300011915_5,Anaerobe
3300017540_14,Aerobe
3300029318_5,Aerobe
3300025254_7,Aerobe
3300025554_2,Anaerobe
3300029095_6,Anaerobe
3300029238_15,Anaerobe
3300025421_6,Facultative
3300009772_23,Anaerobe
3300020128_3,Aerobe
3300025629_36,Anaerobe
3300010265_13,Anaerobe
3300008541_28,Aerobe
3300017963_58,Anaerobe
3300027958_9,Aerobe
3300011694_4,Aerobe
3300025444_6,Aerobe
3300020074_36,Aerobe
3300024494_6,Aerobe
3300029577_7,Facultative
3300029420_11,Anaerobe
3300009772_19,Anaerobe
3300008636_24,Anaerobe
3300029351_6,Anaerobe
3300029021_12,Anaerobe
3300025881_27,Aerobe
3300029391_14,Anaerobe
3300011637_4,Aerobe
3300027054_2,Aerobe
3300014720_38,Aerobe
3300029737_17,Anaerobe
3300029439_16,Anaerobe
3300025874_60,Aerobe
3300026363_3,Anaerobe
3300025590_8,Aerobe
3300029846_16,Anaerobe
3300026488_15,Anaerobe
3300028274_12,Anaerobe
3300025952_7,Anaerobe
3300009503_75,Anaerobe
3300007783_10,Anaerobe
3300026252_30,Anaerobe
3300029567_33,Anaerobe
3300014783_15,Anaerobe
3300021254_38,Anaerobe
3300002450_20,Aerobe
3300029860_16,Anaerobe
3300008132_6,Anaerobe
3300025608_50,Aerobe
3300009709_33,Aerobe
3300005278_16,Anaerobe
3300018428_54,Aerobe
3300012638_1,Aerobe
3300027819_119,Anaerobe
3300008716_14,Anaerobe
3300008159_23,Anaerobe
3300028576_8,Aerobe
3300029887_31,Anaerobe
3300017788_97,Aerobe
3300029733_22,Anaerobe
3300029449_9,Anaerobe
3300027977_17,Aerobe
3300025246_2,Aerobe
3300020343_7,Facultative
3300011970_8,Anaerobe
3300009772_37,Anaerobe
3300029729_26,Anaerobe
3300025469_17,Aerobe
3300011505_3,Aerobe
3300000839_45,Anaerobe
3300029134_8,Anaerobe
3300027570_5,Aerobe
3300011201_2,Facultative
3300029443_26,Anaerobe
3300027863_26,Anaerobe
3300006463_23,Anaerobe
3300027316_14,Aerobe
3300027730_52,Aerobe
3300027515_18,Anaerobe
3300007186_34,Aerobe
3300025689_61,Anaerobe
3300025616_2,Anaerobe
3300006525_17,Anaerobe
3300020198_57,Aerobe
3300025232_14,Aerobe
3300011704_1,Aerobe
3300029524_28,Anaerobe
3300027312_16,Aerobe
3300027220_5,Aerobe
3300026264_14,Aerobe
3300025679_16,Aerobe
3300011689_2,Anaerobe
3300027819_174,Aerobe
3300010285_5,Anaerobe
3300027980_26,Anaerobe
3300027898_25,Aerobe
3300012856_7,Aerobe
3300029092_8,Anaerobe
3300011143_1,Aerobe
3300029119_32,Anaerobe
3300027283_33,Aerobe
3300007119_13,Anaerobe
3300008537_22,Anaerobe
3300008133_18,Facultative
3300019861_28,Aerobe
3300028418_10,Aerobe
3300020310_12,Aerobe
3300027820_33,Aerobe
3300008499_14,Anaerobe
3300005295_19,Anaerobe
3300012879_9,Aerobe
3300008278_14,Aerobe
3300017560_7,Facultative
3300013136_27,Aerobe
3300008755_14,Anaerobe
3300020703_5,Aerobe
3300024920_1,Aerobe
3300027892_23,Aerobe
3300029410_24,Anaerobe
3300025613_15,Anaerobe
3300028048_30,Anaerobe
3300025640_19,Aerobe
3300006226_121,Aerobe
3300027867_10,Anaerobe
3300025672_16,Anaerobe
3300029434_37,Anaerobe
3300029432_26,Anaerobe
3300026311_43,Anaerobe
3300013264_1,Facultative
3300029401_13,Anaerobe
3300013450_1,Anaerobe
3300008636_16,Anaerobe
3300006068_3,Anaerobe
3300019376_19,Anaerobe
3300014964_18,Anaerobe
3300025586_12,Anaerobe
3300008268_45,Anaerobe
3300029498_8,Anaerobe
3300001263_8,Aerobe
3300006678_36,Anaerobe
3300012194_3,Aerobe
3300020373_65,Aerobe
3300011163_4,Anaerobe
3300027515_23,Anaerobe
3300020263_9,Aerobe
3300027778_6,Anaerobe
3300013105_33,Aerobe
3300029653_12,Anaerobe
3300027206_2,Aerobe
3300010354_21,Aerobe
3300004628_42,Anaerobe
3300010269_22,Anaerobe
3300011790_3,Aerobe
3300011788_1,Aerobe
3300029339_14,Anaerobe
3300011701_3,Aerobe
3300027848_79,Aerobe
3300029438_18,Anaerobe
3300018432_25,Aerobe
3300025374_9,Anaerobe
3300013125_152,Anaerobe
3300007500_27,Anaerobe
3300012135_3,Anaerobe
3300007997_11,Anaerobe
3300025651_4,Aerobe
3300027148_8,Aerobe
3300008077_15,Anaerobe
3300027848_71,Aerobe
3300025264_7,Aerobe
3300017434_22,Aerobe
3300008728_7,Anaerobe
3300013010_15,Aerobe
3300017990_34,Aerobe
3300013771_11,Aerobe
3300027582_12,Anaerobe
3300028601_44,Anaerobe
3300027958_12,Anaerobe
3300008405_9,Aerobe
3300008680_12,Anaerobe
3300028912_4,Anaerobe
3300026859_1,Aerobe
3300008547_10,Anaerobe
3300025847_27,Anaerobe
3300026561_2,Aerobe
3300000568_53,Anaerobe
3300017818_57,Aerobe
3300025869_36,Aerobe
3300002242_44,Anaerobe
3300029118_15,Anaerobe
3300026269_24,Aerobe
3300005983_14,Anaerobe
3300027699_16,Aerobe
3300010368_37,Aerobe
3300025822_15,Anaerobe
3300018878_162,Anaerobe
3300029467_10,Anaerobe
3300025093_23,Facultative
3300025550_5,Aerobe
3300005985_13,Aerobe
3300008714_11,Anaerobe
3300026522_23,Anaerobe
3300025358_5,Aerobe
3300014778_17,Anaerobe
3300008079_11,Anaerobe
3300029779_14,Anaerobe
3300008101_26,Anaerobe
3300007272_13,Anaerobe
3300007368_8,Anaerobe
3300005067_11,Anaerobe
3300025355_1,Aerobe
3300014502_46,Anaerobe
3300008060_10,Anaerobe
3300025813_8,Anaerobe
3300025678_5,Aerobe
3300001102_12,Aerobe
3300007722_59,Aerobe
3300010277_24,Anaerobe
3300029714_12,Anaerobe
3300018427_54,Anaerobe
3300006068_6,Aerobe
3300011985_21,Anaerobe
3300025615_12,Anaerobe
3300029623_39,Anaerobe
3300011213_8,Aerobe
3300029350_16,Anaerobe
3300027393_4,Aerobe
3300029759_6,Anaerobe
3300013883_9,Anaerobe
3300029856_24,Anaerobe
3300027699_10,Aerobe
3300027563_13,Aerobe
3300008515_11,Anaerobe
3300017989_84,Anaerobe
3300010341_18,Anaerobe
3300007126_20,Anaerobe
3300026987_6,Anaerobe
3300022602_35,Anaerobe
3300025571_33,Aerobe
3300029240_9,Anaerobe
3300008063_15,Anaerobe
3300007120_16,Aerobe
3300027891_19,Aerobe
3300027753_17,Aerobe
3300010279_7,Anaerobe
3300029593_19,Anaerobe
3300029434_22,Anaerobe
3300007746_6,Anaerobe
3300011470_2,Aerobe
3300008299_23,Anaerobe
3300029048_13,Anaerobe
3300002989_22,Aerobe
3300005850_2,Anaerobe
3300013014_68,Aerobe
3300029390_8,Anaerobe
3300014528_9,Anaerobe
3300021255_127,Anaerobe
3300020139_12,Facultative
3300026269_26,Aerobe
3300011583_3,Aerobe
3300025046_2,Aerobe
3300029880_14,Anaerobe
3300029435_21,Anaerobe
3300014800_17,Anaerobe
3300029732_19,Anaerobe
3300025405_12,Aerobe
3300027815_117,Aerobe
3300018065_58,Aerobe
3300018039_33,Aerobe
3300027349_6,Aerobe
3300025696_19,Aerobe
3300029377_16,Anaerobe
3300014492_18,Anaerobe
3300029033_21,Anaerobe
3300025206_3,Aerobe
3300008747_12,Facultative
3300027976_35,Aerobe
3300010259_6,Anaerobe
3300027239_5,Aerobe
3300022181_56,Aerobe
3300028048_55,Anaerobe
3300007802_9,Anaerobe
3300005300_4,Anaerobe
3300006913_6,Aerobe
3300025546_29,Anaerobe
3300029821_31,Anaerobe
3300029249_28,Anaerobe
3300029425_15,Anaerobe
3300029551_13,Anaerobe
3300025706_23,Aerobe
3300023113_5,Aerobe
3300022905_30,Aerobe
3300026194_27,Anaerobe
3300013253_1,Aerobe
3300000169_12,Aerobe
3300012545_2,Aerobe
3300014886_12,Anaerobe
3300029329_19,Anaerobe
3300013232_16,Anaerobe
3300017941_22,Aerobe
3300029737_21,Anaerobe
3300029048_11,Anaerobe
2061766007_94,Anaerobe
3300029556_16,Anaerobe
3300029082_9,Anaerobe
3300020375_13,Aerobe
3300020601_31,Aerobe
3300014608_3,Aerobe
3300020295_25,Aerobe
3300025269_4,Aerobe
3300011954_4,Aerobe
3300020221_61,Aerobe
3300025890_84,Aerobe
3300014947_21,Anaerobe
3300008635_35,Aerobe
3300029377_24,Anaerobe
3300019756_3,Aerobe
3300010273_6,Anaerobe
3300029901_13,Aerobe
3300018065_36,Anaerobe
3300008268_17,Anaerobe
3300020715_4,Anaerobe
3300007210_28,Anaerobe
3300029503_20,Anaerobe
3300029128_12,Anaerobe
3300017419_9,Anaerobe
3300014913_69,Anaerobe
3300021343_6,Aerobe
3300029353_23,Anaerobe
3300029505_10,Anaerobe
3300025501_18,Anaerobe
3300012838_5,Facultative
3300001567_62,Facultative
3300028591_46,Anaerobe
3300010049_107,Anaerobe
3300026079_16,Aerobe
3300015370_27,Anaerobe
3300008350_8,Anaerobe
3300029245_36,Anaerobe
3300020184_15,Aerobe
3300028323_1,Aerobe
3300028593_59,Anaerobe
3300025640_48,Aerobe
3300008149_5,Anaerobe
3300011187_8,Aerobe
3300025720_11,Anaerobe
3300009826_86,Anaerobe
3300025838_39,Aerobe
3300013375_2,Aerobe
3300017470_22,Anaerobe
3300022928_42,Aerobe
3300029841_7,Facultative
3300008058_5,Anaerobe
3300014610_5,Anaerobe
3300029185_8,Anaerobe
3300014037_35,Facultative
3300025861_29,Aerobe
3300025641_17,Aerobe
3300025379_2,Aerobe
3300029034_13,Anaerobe
3300027328_8,Aerobe
3300025514_2,Aerobe
3300017968_24,Aerobe
3300027373_43,Anaerobe
3300013306_46,Aerobe
3300008712_12,Anaerobe
3300015208_4,Aerobe
3300017441_27,Anaerobe
3300025657_26,Anaerobe
3300011876_10,Anaerobe
3300006307_2,Anaerobe
3300029208_13,Anaerobe
3300013127_84,Anaerobe
3300010368_7,Aerobe
3300021119_3,Aerobe
3300020725_5,Aerobe
3300025210_1,Aerobe
3300029771_17,Anaerobe
3300013126_99,Aerobe
3300029028_9,Anaerobe
3300006322_32,Aerobe
3300010882_71,Aerobe
3300029395_13,Anaerobe
3300025534_17,Aerobe
3300029341_31,Anaerobe
3300006251_6,Anaerobe
3300027653_27,Aerobe
3300013289_2,Aerobe
3300027739_26,Aerobe
3300021130_1,Aerobe
3300008491_12,Anaerobe
3300006463_8,Anaerobe
3300025610_7,Aerobe
3300020411_5,Aerobe
3300029133_14,Anaerobe
3300029815_14,Anaerobe
3300028964_6,Anaerobe
3300010312_11,Aerobe
3300029201_14,Anaerobe
3300008413_3,Anaerobe
3300029878_14,Anaerobe
3300013137_92,Anaerobe
3300026280_10,Anaerobe
3300025546_41,Anaerobe
3300027668_13,Aerobe
3300013128_60,Anaerobe
3300014087_1,Aerobe
3300025775_8,Aerobe
3300025677_52,Anaerobe
3300001096_6,Anaerobe
3300007994_30,Aerobe
3300000201_4,Anaerobe
3300014570_9,Anaerobe
3300025503_4,Aerobe
3300029875_25,Anaerobe
3300013094_43,Aerobe
3300029490_22,Anaerobe
3300029723_9,Anaerobe
3300029208_20,Anaerobe
3300028091_8,Aerobe
3300010042_4,Aerobe
3300027747_19,Aerobe
3300011645_1,Aerobe
3300027785_5,Aerobe
3300005284_3,Anaerobe
3300029718_5,Anaerobe
3300026210_9,Aerobe
3300026035_15,Aerobe
3300006464_7,Anaerobe
3300029888_14,Anaerobe
3300029538_18,Anaerobe
3300012251_1,Aerobe
3300028032_44,Facultative
3300029749_22,Anaerobe
3300027276_35,Anaerobe
3300012681_9,Aerobe
3300029382_27,Anaerobe
3300029425_18,Anaerobe
3300011418_10,Aerobe
3300025983_1,Anaerobe
3300029185_16,Anaerobe
3300027754_5,Aerobe
3300013443_1,Aerobe
3300025218_2,Aerobe
3300017498_6,Anaerobe
3300025262_3,Aerobe
3300024519_5,Anaerobe
3300020183_35,Aerobe
3300026980_5,Aerobe
3300025711_7,Aerobe
3300010049_44,Anaerobe
3300020453_27,Aerobe
3300020596_54,Aerobe
3300008750_5,Anaerobe
3300005460_61,Anaerobe
3300026260_41,Aerobe
3300021424_28,Aerobe
3300020449_25,Anaerobe
3300013382_13,Anaerobe
3300021092_51,Aerobe
3300029420_20,Anaerobe
3300007666_17,Aerobe
3300005101_18,Anaerobe
3300007794_4,Anaerobe
3300008155_11,Aerobe
3300029197_11,Anaerobe
3300006853_26,Aerobe
3300002164_49,Anaerobe
3300025305_9,Aerobe
3300026103_1,Facultative
3300007979_16,Anaerobe
3300029370_16,Anaerobe
3300008325_5,Aerobe
3300014571_11,Anaerobe
3300029315_22,Anaerobe
3300029519_12,Anaerobe
3300029593_16,Anaerobe
3300011461_1,Aerobe
3300024267_6,Aerobe
3300027848_15,Aerobe
3300009767_82,Anaerobe
3300027858_28,Aerobe
3300029942_16,Aerobe
3300027834_32,Aerobe
3300027863_96,Anaerobe
3300026271_10,Aerobe
3300006524_9,Anaerobe
3300012886_24,Anaerobe
3300013122_41,Aerobe
3300029582_11,Anaerobe
3300029015_9,Anaerobe
3300024937_1,Anaerobe
3300029871_14,Anaerobe
3300012809_1,Aerobe
3300029377_31,Anaerobe
3300025730_48,Anaerobe
3300025626_15,Aerobe
3300007206_13,Anaerobe
3300027728_18,Aerobe
3300027939_1,Aerobe
3300005326_62,Aerobe
3300025478_16,Aerobe
3300006045_55,Anaerobe
3300029364_19,Anaerobe
3300006498_26,Anaerobe
3300019375_17,Anaerobe
3300025109_3,Aerobe
3300027248_6,Aerobe
3300024339_24,Aerobe
3300029375_20,Anaerobe
3300023088_5,Aerobe
3300012097_5,Facultative
3300008128_5,Anaerobe
3300014038_25,Aerobe
3300028601_57,Aerobe
3300002170_37,Anaerobe
3300025547_41,Aerobe
3300026278_15,Anaerobe
3300009769_49,Anaerobe
3300025630_12,Aerobe
3300022853_4,Aerobe
3300020375_15,Anaerobe
3300007498_25,Anaerobe
3300014761_15,Anaerobe
3300028399_33,Anaerobe
3300029039_11,Anaerobe
3300025296_13,Aerobe
3300007039_3,Anaerobe
3300009767_20,Anaerobe
3300026906_12,Aerobe
3300009767_49,Anaerobe
3300029712_11,Anaerobe
3300028178_12,Anaerobe
3300013128_126,Anaerobe
3300029756_16,Anaerobe
3300029898_5,Aerobe
3300007111_20,Anaerobe
3300008436_3,Anaerobe
3300029125_9,Anaerobe
3300024192_2,Aerobe
3300026280_2,Aerobe
3300025735_43,Aerobe
3300008491_11,Anaerobe
3300008155_39,Aerobe
3300025859_58,Anaerobe
3300009503_167,Anaerobe
3300028034_4,Anaerobe
3300000839_39,Anaerobe
3300008012_33,Aerobe
3300025927_17,Aerobe
3300029884_5,Anaerobe
3300029340_29,Anaerobe
3300026080_18,Aerobe
3300012271_7,Aerobe
3300014713_11,Anaerobe
3300027816_30,Aerobe
3300025871_80,Anaerobe
3300018427_47,Anaerobe
3300028626_17,Anaerobe
3300007272_3,Anaerobe
3300029438_13,Anaerobe
3300026293_42,Anaerobe
3300022844_3,Facultative
3300029502_9,Anaerobe
3300024054_50,Anaerobe
3300007316_21,Anaerobe
3300012858_9,Aerobe
3300029020_7,Anaerobe
3300008347_10,Aerobe
3300027706_32,Aerobe
3300006832_13,Anaerobe
3300025085_1,Aerobe
3300012007_13,Anaerobe
3300027847_66,Aerobe
3300029681_6,Anaerobe
3300029859_24,Anaerobe
3300003272_13,Aerobe
3300020051_19,Aerobe
3300025823_12,Aerobe
3300027834_53,Aerobe
3300027515_6,Aerobe
3300027391_16,Aerobe
3300027878_36,Facultative
3300029745_20,Anaerobe
3300001095_31,Anaerobe
3300029072_2,Facultative
3300020349_4,Aerobe
3300029584_25,Anaerobe
3300028989_5,Anaerobe
3300029771_11,Anaerobe
3300017406_18,Anaerobe
3300012193_1,Facultative
3300020221_34,Aerobe
3300012843_6,Aerobe
3300024510_1,Aerobe
3300014537_8,Anaerobe
3300029857_24,Anaerobe
3300008155_21,Facultative
3300008125_21,Anaerobe
3300027293_9,Aerobe
3300026978_5,Anaerobe
3300027819_98,Aerobe
3300025721_23,Aerobe
3300002821_32,Anaerobe
3300029338_10,Anaerobe
3300000576_10,Aerobe
3300025349_9,Anaerobe
3300029118_23,Anaerobe
3300024962_5,Aerobe
3300013636_2,Facultative
3300007285_6,Anaerobe
3300014159_14,Aerobe
3300008695_20,Facultative
3300025762_40,Anaerobe
3300026136_4,Aerobe
3300023194_11,Aerobe
3300021091_60,Aerobe
3300024044_9,Aerobe
3300029900_12,Aerobe
3300027284_28,Aerobe
3300029424_14,Anaerobe
3300015189_4,Aerobe
3300011980_37,Facultative
3300017532_72,Anaerobe
3300020354_10,Anaerobe
3300027796_14,Aerobe
3300024262_17,Anaerobe
3300029402_16,Anaerobe
3300008346_25,Aerobe
3300009767_54,Anaerobe
3300024295_2,Aerobe
3300011006_17,Anaerobe
3300028603_89,Anaerobe
3300026096_6,Aerobe
3300025387_10,Aerobe
3300029820_26,Anaerobe
3300012250_4,Aerobe
3300025601_7,Aerobe
3300013125_176,Aerobe
3300029660_10,Anaerobe
3300027610_1,Aerobe
3300010286_31,Anaerobe
3300014137_6,Anaerobe
3300011767_4,Anaerobe
3300022661_193,Aerobe
3300027246_8,Aerobe
2162886008_2,Anaerobe
3300028622_47,Anaerobe
3300008518_21,Anaerobe
3300022137_11,Anaerobe
3300012251_3,Aerobe
3300009770_32,Anaerobe
3300014060_32,Anaerobe
3300017971_80,Anaerobe
3300029466_21,Anaerobe
3300027714_6,Aerobe
3300027895_22,Aerobe
3300008480_30,Anaerobe
3300014507_3,Facultative
3300029014_4,Anaerobe
3300002989_11,Anaerobe
3300021338_20,Aerobe
3300020383_22,Aerobe
3300029700_22,Anaerobe
3300018933_10,Aerobe
3300007952_4,Anaerobe
3300012827_4,Aerobe
3300025637_25,Aerobe
3300025496_7,Anaerobe
3300007335_19,Aerobe
3300025597_32,Anaerobe
3300029729_16,Anaerobe
3300008091_10,Anaerobe
3300011806_1,Aerobe
3300008083_15,Anaerobe
3300014552_8,Anaerobe
3300013499_15,Facultative
3300007531_19,Anaerobe
3300009363_17,Anaerobe
3300014802_17,Anaerobe
3300012020_6,Aerobe
3300007993_22,Aerobe
3300021468_22,Anaerobe
3300027365_7,Aerobe
3300022660_144,Anaerobe
3300028912_5,Anaerobe
3300029738_27,Anaerobe
3300014911_39,Anaerobe
3300028397_14,Aerobe
3300026626_3,Anaerobe
3300020156_12,Aerobe
3300028622_12,Anaerobe
3300020428_42,Aerobe
3300025830_26,Aerobe
3300006844_69,Aerobe
3300029443_14,Anaerobe
3300011612_4,Aerobe
3300007361_32,Anaerobe
3300000115_16,Aerobe
3300013216_1,Anaerobe
3300025680_11,Aerobe
3300029238_8,Anaerobe
3300005529_101,Aerobe
3300009697_16,Aerobe
3300020053_36,Aerobe
3300029506_15,Anaerobe
3300007795_12,Anaerobe
3300012083_6,Anaerobe
3300025859_25,Aerobe
3300011693_1,Aerobe
3300029905_16,Anaerobe
3300027316_12,Aerobe
3300024186_3,Aerobe
3300027283_7,Aerobe
3300017935_13,Anaerobe
3300025266_16,Aerobe
3300002462_35,Anaerobe
3300007805_11,Anaerobe
3300028625_23,Aerobe
3300027293_1,Aerobe
3300029497_13,Anaerobe
3300008148_9,Aerobe
3300029388_11,Anaerobe
3300025623_31,Aerobe
3300026522_72,Anaerobe
3300006844_31,Aerobe
3300026966_9,Aerobe
3300029852_9,Anaerobe
3300029455_8,Anaerobe
3300012684_21,Aerobe
3300014972_3,Anaerobe
3300009083_107,Aerobe
3300012950_21,Aerobe
3300007294_2,Aerobe
3300017386_2,Anaerobe
3300028569_13,Anaerobe
3300029573_21,Anaerobe
3300029198_16,Anaerobe
3300029329_21,Anaerobe
3300022923_47,Aerobe
3300029246_18,Anaerobe
3300006038_14,Aerobe
3300029427_11,Anaerobe
3300029875_10,Anaerobe
3300008520_19,Anaerobe
3300025682_6,Anaerobe
3300012007_34,Anaerobe
3300028968_15,Anaerobe
3300020137_5,Aerobe
3300021255_34,Anaerobe
3300011902_1,Aerobe
3300008571_15,Anaerobe
3300005645_10,Anaerobe
3300013628_1,Anaerobe
3300026264_29,Aerobe
3300029563_21,Anaerobe
3300020596_39,Aerobe
3300014555_2,Anaerobe
3300020409_14,Aerobe
3300013502_15,Aerobe
3300009095_161,Aerobe
3300027823_17,Aerobe
3300027515_31,Aerobe
3300026256_42,Aerobe
3300028175_17,Aerobe
3300024260_33,Anaerobe
3300010295_7,Anaerobe
3300007498_6,Anaerobe
3300014541_5,Anaerobe
3300020109_45,Aerobe
3300008268_53,Anaerobe
3300010270_42,Anaerobe
3300014670_2,Aerobe
3300007717_21,Anaerobe
3300028582_9,Anaerobe
3300013130_21,Anaerobe
3300029458_6,Anaerobe
3300012104_4,Aerobe
3300027873_9,Aerobe
3300029822_20,Anaerobe
3300008159_20,Anaerobe
3300029610_25,Anaerobe
3300012936_12,Aerobe
3300008275_21,Anaerobe
3300029292_22,Anaerobe
3300000239_16,Aerobe
3300021319_35,Anaerobe
3300027819_136,Aerobe
3300007527_11,Anaerobe
3300025248_10,Aerobe
3300027864_24,Anaerobe
3300020476_5,Aerobe
3300008154_24,Anaerobe
3300014523_8,Anaerobe
3300013136_72,Anaerobe
3300027737_5,Aerobe
3300025122_6,Aerobe
3300025863_6,Aerobe
3300010054_6,Aerobe
3300008140_36,Aerobe
3300008732_11,Anaerobe
3300025498_14,Aerobe
3300029339_16,Anaerobe
3300012936_49,Aerobe
3300020438_26,Aerobe
3300026237_9,Anaerobe
3300020418_22,Aerobe
3300029102_4,Anaerobe
3300026256_17,Aerobe
3300027738_7,Aerobe
3300029234_14,Anaerobe
3300007722_49,Aerobe
3300021493_10,Anaerobe
3300026897_6,Aerobe
3300020333_19,Aerobe
3300015207_21,Anaerobe
3300010035_6,Anaerobe
3300025751_4,Facultative
3300007705_4,Anaerobe
3300012016_8,Anaerobe
3300029349_1,Aerobe
3300011594_1,Facultative
3300027304_3,Aerobe
3300029549_30,Anaerobe
3300022888_15,Aerobe
3300012799_7,Aerobe
3300029105_19,Anaerobe
3300009769_22,Anaerobe
3300029620_18,Anaerobe
3300014970_5,Anaerobe
3300009784_45,Anaerobe
3300018475_74,Anaerobe
3300029003_4,Anaerobe
3300000101_39,Aerobe
3300006249_23,Aerobe
3300027906_14,Aerobe
3300025501_22,Aerobe
3300009704_28,Aerobe
3300020193_26,Aerobe
3300029487_19,Anaerobe
3300029471_14,Anaerobe
3300014709_5,Anaerobe
3300011885_7,Anaerobe
3300028905_4,Anaerobe
3300020200_24,Aerobe
3300008281_11,Anaerobe
3300020055_12,Aerobe
3300008260_14,Anaerobe
3300007498_5,Anaerobe
3300011242_4,Aerobe
3300008275_17,Anaerobe
3300029934_3,Facultative
3300027851_50,Anaerobe
3300013877_4,Anaerobe
3300013283_5,Facultative
3300006566_3,Anaerobe
3300021604_7,Aerobe
3300002065_2,Aerobe
3300029517_13,Anaerobe
3300025682_59,Anaerobe
3300012090_26,Aerobe
3300028559_57,Aerobe
3300027322_5,Aerobe
3300029713_16,Anaerobe
3300027509_18,Aerobe
3300029894_15,Aerobe
3300029611_11,Anaerobe
3300008635_11,Facultative
3300029862_13,Anaerobe
3300028622_4,Anaerobe
3300017394_1,Anaerobe
3300026290_71,Anaerobe
3300002242_80,Aerobe
3300028175_15,Anaerobe
3300027847_85,Aerobe
3300005253_9,Aerobe
3300029710_29,Anaerobe
3300011537_1,Anaerobe
3300006256_28,Anaerobe
3300027640_22,Aerobe
3300007354_14,Anaerobe
3300025105_9,Aerobe
3300029541_21,Anaerobe
3300015214_93,Anaerobe
3300020272_9,Anaerobe
3300025268_4,Aerobe
3300020394_23,Aerobe
3300011792_1,Aerobe
3300006979_1,Anaerobe
3300025256_6,Aerobe
3300007361_17,Anaerobe
3300029714_29,Anaerobe
3300027963_12,Aerobe
3300008518_17,Anaerobe
3300027878_66,Aerobe
3300025233_7,Aerobe
3300014941_8,Anaerobe
3300020432_21,Aerobe
3300029619_27,Anaerobe
3300028007_5,Aerobe
3300029117_12,Anaerobe
3300007501_22,Anaerobe
3300006256_7,Anaerobe
3300029178_5,Anaerobe
3300029054_18,Anaerobe
3300027896_88,Anaerobe
3300013025_17,Anaerobe
3300015265_4,Aerobe
3300029007_6,Anaerobe
3300023101_8,Anaerobe
3300006056_50,Aerobe
3300010299_6,Aerobe
3300017398_23,Anaerobe
3300027980_27,Aerobe
3300020156_11,Anaerobe
3300017958_14,Aerobe
3300006914_51,Aerobe
3300001262_10,Aerobe
3300029118_7,Anaerobe
3300007878_2,Anaerobe
3300025284_6,Aerobe
3300029772_10,Aerobe
3300012825_7,Aerobe
3300006292_13,Anaerobe
3300000227_32,Aerobe
3300025775_27,Aerobe
3300017419_43,Aerobe
3300006307_10,Anaerobe
3300025161_45,Anaerobe
3300011989_16,Anaerobe
3300026549_42,Anaerobe
3300020383_23,Aerobe
3300021399_57,Anaerobe
3300025740_20,Anaerobe
3300026188_17,Aerobe
3300025594_40,Aerobe
3300006498_25,Aerobe
3300025471_6,Anaerobe
3300028398_25,Anaerobe
3300020179_45,Aerobe
3300020213_28,Aerobe
3300029018_6,Anaerobe
3300010265_40,Anaerobe
3300017653_10,Aerobe
3300008551_20,Anaerobe
3300020219_56,Aerobe
3300014951_19,Anaerobe
3300006460_19,Anaerobe
3300009790_26,Aerobe
3300020220_83,Anaerobe
3300014945_3,Anaerobe
3300017470_28,Anaerobe
3300013136_55,Anaerobe
3300025547_12,Anaerobe
3300029559_28,Anaerobe
3300020428_38,Aerobe
3300007499_3,Facultative
3300025738_23,Aerobe
3300008363_10,Facultative
3300024903_5,Aerobe
3300025276_74,Aerobe
3300000153_17,Aerobe
3300027641_6,Anaerobe
3300022825_6,Aerobe
3300000167_11,Anaerobe
3300025456_25,Aerobe
3300014566_4,Anaerobe
3300025644_11,Aerobe
3300029097_6,Anaerobe
3300026797_5,Aerobe
3300029483_29,Anaerobe
3300013138_149,Aerobe
3300027819_178,Aerobe
3300029384_10,Anaerobe
3300027348_8,Aerobe
3300020254_4,Anaerobe
3300015056_2,Aerobe
3300021409_9,Aerobe
3300010260_15,Anaerobe
3300021318_21,Anaerobe
3300020440_26,Aerobe
3300029398_12,Anaerobe
3300007296_11,Anaerobe
3300018475_131,Anaerobe
3300009029_14,Aerobe
3300029580_17,Anaerobe
3300020185_28,Aerobe
3300025902_4,Aerobe
3300025248_2,Aerobe
3300022181_17,Anaerobe
3300020334_12,Aerobe
3300022146_2,Aerobe
3300006322_17,Aerobe
3300005460_37,Anaerobe
3300002173_46,Anaerobe
3300029118_14,Anaerobe
3300008135_18,Anaerobe
3300029783_14,Anaerobe
3300028625_17,Anaerobe
3300029068_1,Anaerobe
3300011997_31,Aerobe
3300027687_10,Aerobe
3300029586_8,Anaerobe
3300012241_3,Facultative
3300024965_5,Aerobe
3300006568_8,Anaerobe
3300012826_7,Aerobe
3300010998_41,Anaerobe
3300010285_31,Anaerobe
3300028905_7,Anaerobe
3300020214_35,Aerobe
3300025678_16,Aerobe
3300028269_6,Aerobe
3300029419_11,Anaerobe
3300007991_35,Anaerobe
